"Time"	"Austria"	"Belgium"	"Denmark"	"Finland"	"France"	"Germany"	"Greece"	"Ireland"	"Italy"	"Luxembourg"	"Netherlands"	"Portugal"	"Spain"	"Sweden"	"UK"	"EU"
10/17/98	101.24	93.06	96.14	125.41	104.1	96.18	139.17	97.79	131.49	124.6	77.14	95.05	85.07	118.76	91.68	96.84
10/24/98	97.58	90.42	93.49	124.75	102.04	91.26	137.8	97.75	132.3	117.27	77.27	95.05	85.26	118.97	94.48	95.27
10/31/98	95.85	88.49	93.49	124.92	100.54	87.95	135.98	97.68	129.45	117.27	73.03	92.59	81.32	118.86	95.49	92.96
11/07/98	88.84	84.21	90.71	124.09	96.39	85.03	130.59	96.85	120.73	114.82	69.14	85.27	74.27	119.18	96.31	88.78
11/14/98	89.51	83.02	89	123.18	94.98	84.77	128.31	95.97	115.37	114.67	66.12	85.51	74.17	119.25	98.21	87.72
11/21/98	88.63	82.28	89	121.6	94.41	84.77	122.08	95.68	117.84	109.94	66.18	85.51	74.39	118.54	99.61	87.8
11/28/98	88.77	86.58	89	120.1	93.9	86.7	119.58	95.13	123.09	109.94	69.58	85.51	77.24	118.44	100.41	89.58
12/05/98	90.13	94.89	89	118.11	95.37	95.83	111.98	94.31	123.06	117.27	79.73	85.51	77.93	117.15	99.73	93.16
12/12/98	101.67	102.27	89	118.61	99.05	105.1	115.78	92.9	127.61	129.48	88.05	101.2	87.8	114.37	99.66	99.41
12/19/98	106.43	103.22	89	117.73	102.87	104.19	112.82	92.25	132.42	134.3	87.27	118.43	100.68	110.5	99.78	102.59
12/26/98	104.96	100.22	89	117.62	103.59	102.25	112.26	92.25	133.9	131.93	79.56	118.43	98.81	106.25	98.99	100.88
01/02/99	104.63	99.03	89.57	116.65	104.81	102.03	114.94	92.92	134.87	125.41	79.83	119.11	96.71	105.7	97.6	100.66
01/09/99	100.8	98.34	90.38	114.7	104.4	98.29	116.81	92.28	133.53	126.43	75.95	119.71	96.62	104.45	94.21	98.98
01/16/99	95.13	91.85	90.41	112.52	99.52	91.05	117.03	90.13	128.15	123.95	69.87	104.44	91.96	110.78	91.59	94.13
01/23/99	86.19	83.12	90.46	112.85	95.68	84.55	116.35	89.15	128.15	118.99	64.34	97.89	83.44	111.68	92.3	89.44
01/30/99	86.77	85.38	88.22	112.52	94.76	87.47	116.6	89.25	117.35	104.12	67.29	90.41	78.57	112.78	94.35	88.61
02/06/99	90.62	91.23	88.22	111.51	95.89	92.04	116.74	88.69	121.35	114.03	74.91	90.41	78.84	108.87	98.47	91.44
02/13/99	93.53	91.97	88.23	110.67	101.07	93.94	118.49	89.19	121.15	116.51	77.95	100.07	86.08	108.68	100.06	94.42
02/20/99	95.86	99.36	88.23	110.67	105.34	101.43	116.78	89.04	118.8	116.51	82.53	104.44	95.14	108.62	105.35	99.26
02/27/99	106.54	99.36	88.24	109.15	105.1	108.68	116.68	89.34	121.37	126.43	91.97	114.1	106.84	107.99	108.62	104.46
03/06/99	106.54	107.91	89.32	110.5	106.81	108.11	115.1	90.37	124.5	136.34	92.02	114.1	112.41	107.77	114.29	106.74
03/13/99	104.94	100.08	92.3	109.49	109.95	101.21	114.04	96.07	119.86	133.86	83.4	109.74	104.61	108.94	118.45	103.3
03/20/99	94.77	98.54	95.13	109.49	107.72	99.49	114.11	96.33	115.72	123.95	79.04	99.76	98.16	109.99	122.15	100.82
03/27/99	97.96	100.67	95.14	109.83	99	103.71	114.72	96.51	114.62	126.43	83.49	97.23	96.76	112.13	121.52	100.89
04/03/99	97.82	101.09	95.13	110.5	95.77	102.84	114.07	97.19	114.88	128.91	84.76	99.48	98.72	112.97	119.96	100.74
04/10/99	94.18	100.82	95.13	110	96.13	102.61	111.66	97.08	110.65	128.91	85.62	104.75	104.7	112.49	121.4	101.54
04/17/99	93.17	98.93	95.11	110	97.66	102.11	111.08	96.45	103.91	128.91	83.53	109.74	106.47	112.8	125.93	101.5
04/24/99	94.04	94.99	95.12	110.16	96.78	98.54	110.63	96.81	102.5	126.43	78.86	109.74	106.13	111.29	128.91	99.99
05/01/99	94.04	94.92	95.11	110.84	96.84	101.51	110.44	96.85	102.25	126.43	78.77	109.74	103.16	110.51	130.68	100.21
05/08/99	98.03	100.81	95.12	111.01	96.74	105.31	111.22	96.99	99.67	123.9	81.13	117.59	111.71	109.51	130.52	103.06
05/15/99	102.54	101.93	95.12	111.68	98.51	106.06	111	97.08	99.67	126.43	81.13	117.59	111.71	110.06	130.52	103.69
05/22/99	106.76	104.59	95.1	115.71	103.94	108.39	98.66	132.95	100.98	131.38	87.25	117.59	111.13	109.43	131.3	105.98
05/29/99	111.34	110.91	95.11	112.01	109.49	113.41	116.83	101.16	104.36	136.34	93.24	122.21	114.89	109.32	130.48	109.68
06/05/99	118.89	"NA"	96.49	112.01	117.14	121.52	148.31	101.86	110.12	143.78	99.87	129.69	122.67	111.25	131.71	115.9
06/12/99	127.4	110.91	100.26	113.36	124.49	131.83	185.73	101.4	115.07	151.22	106.22	139.66	134.35	112.14	132.39	122.76
06/19/99	133.43	102.58	107.26	113.36	132.75	129.45	188.1	103.05	115.19	158.65	106.77	152.76	144.82	115.17	133.19	125.87
06/26/99	133.14	93.68	111.81	114.03	140.22	126.36	187.15	107.3	117.4	158.65	110.62	152.13	144.89	117.99	133.53	126.73
07/03/99	130.74	91	113.8	116.22	145.59	133.91	187.04	112.04	123.6	156.17	114.93	152.13	146.53	118.01	132.89	130.13
07/10/99	137.86	90.23	113.77	116.22	140.89	138.19	186.19	112.77	131.06	161.13	117.2	153.69	146.73	18.84	133.4	131.46
07/17/99	137.5	88.57	116.98	116.22	134.8	132.59	184.72	112.72	131.15	163.61	107.67	153.69	145.22	119.72	134.12	128.49
07/24/99	131.32	86.54	116.93	116.55	128.36	121.89	184.69	112.95	131.48	156.17	95.69	146.21	137.72	119.25	131.25	122.23
07/31/99	123.11	88.5	113.66	118.74	120.5	124.74	182.26	112.88	131.11	143.78	99.82	131.56	125.8	118.85	161.11	119.44
08/07/99	130.59	93.78	110.17	120.09	118.76	131.07	185.25	112.7	134.62	148.74	108.58	138.11	131.38	118.9	130.8	123.04
08/14/99	137.72	101.34	110.2	120.09	120.53	133.9	181.91	112.94	140.76	153.69	108.58	149.02	140.19	121.36	129.83	126.63
08/21/99	138.73	101.34	110.27	120.93	127.08	133.09	181.99	110.65	145.02	153.69	109.49	150.89	137.94	123.59	128.97	127.33
08/28/99	138.22	113.78	113.13	123.28	131.53	135.21	180.27	110.61	148.91	153.69	109.53	135.92	128.92	125.46	128.99	127.81
09/04/99	140.77	114.03	115.93	123.79	134.73	136.06	174.96	110.94	149.43	163.61	112.12	135.61	124.57	130.16	127.98	128.31
09/11/99	141.13	114.03	115.91	125.64	136.78	129.93	173.63	114.56	152.25	163.61	109.9	130.93	124.24	131.44	129.17	127.26
09/18/99	130.88	105.55	115.97	127.32	133.18	124.48	174.08	115.13	157.51	156.17	105.5	130.93	122.65	136.19	129.91	124.6
09/25/99	130.83	105.35	115.98	127.25	131.9	124.48	174.22	115.24	157.23	162.25	105.45	130.9	122.87	135.96	129.85	124.54
10/02/99	129.79	109.74	115.98	128.66	120.68	125.24	174.22	114.44	150.32	157.22	104.41	129.99	122.87	141.62	127.68	122.82
10/09/99	125.29	106.25	115.97	129.67	120.44	119.26	172.41	114.3	150.58	151.22	100.19	119.71	14.37	140.52	124.62	118.85
10/16/99	122.76	106.1	115.97	130.18	117.93	118.75	174.27	111.47	150.93	148.74	96.83	111.29	108.91	140.39	122.83	116.76
10/23/99	122.02	107.26	112.73	131.36	117.84	116.96	169.91	100.93	154.72	148.74	96.96	108.8	101.71	139.43	122.23	115.01
10/30/99	121.8	107.26	112.73	132.03	115.01	115.41	166.56	110.14	157.25	148.74	96.92	103.5	97.59	141.83	122.14	113.67
11/06/99	120.13	105.98	112.72	132.03	111.68	116.15	167.12	110.63	157.25	148.74	95.06	103.5	96.01	143.83	121.98	112.84
11/13/99	119.84	105.68	112.71	131.19	110.22	117.87	165.66	110.29	154.97	148.74	96.01	103.5	97.39	144.56	121.53	113.14
11/20/99	119.84	106.47	112.36	132.03	110.37	114.11	163.57	110.31	155.42	148.74	92.61	111.73	100.92	144.31	121.36	112.83
11/27/99	115.99	105.28	112.67	131.52	110.89	112.08	158.72	110.18	156.38	146.26	92.56	111.73	100.59	147.39	121.4	112.3
12/04/99	116.93	108.48	112.65	131.19	112.26	116.23	158.77	109.25	156.46	146.26	94.74	111.42	101.09	147.93	121.59	113.89
12/11/99	122.24	112.77	112.65	129.67	115.13	117.41	158.46	109.79	158.72	146.26	96.47	118.96	104.11	145.87	121.86	115.88
12/18/99	122.24	112.74	112.61	129.84	117.08	117.5	157.89	109.66	161.56	146.26	96.51	120.4	106.02	143.5	121.53	116.61
12/25/99	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
01/01/00	121.98	113.96	109.77	127.07	118.47	117.04	157.69	110.08	161.44	146.26	96.42	120.21	106.39	135.4	124.23	116.95
01/08/00	120.42	109.89	109.77	124.46	118.94	112.32	156.75	109.21	159.68	146.26	97.69	120.21	105.75	128.95	123.36	115
01/15/00	112.72	102.41	109.74	123.95	117.9	106.96	157.06	109.43	156.14	141.3	93.7	120.21	106.09	123.97	123.26	112.35
01/22/00	105.45	102.53	109.75	123.79	112.36	15.78	156.5	109.48	149.82	136.34	91.61	120.21	106.12	121.47	123.15	110.49
01/29/00	106.54	107.07	105.99	125.13	110.37	111.17	155.71	109.95	143.1	131.38	98.51	120.21	106.74	122.13	123.44	111.76
02/05/00	114.39	113.59	99.29	124.46	111.38	116.88	152.62	109.91	142.35	141.3	106.72	128.44	115.23	122.62	125.08	115.61
02/12/00	118.97	116.34	105.99	124.46	114.52	121.22	150.95	110.14	141.81	148.74	108.94	131.12	120.22	123.42	124.41	118.96
02/19/00	126.6	120.43	110	124.46	118.85	127.2	149.89	110.69	145.62	151.22	112.57	131.12	124.78	122.58	129.19	123.33
02/26/00	131.76	122.21	109.97	123.79	123.3	129.69	144.64	115.32	148.34	153.69	112.66	137.79	131.03	126.1	131.96	126.32
03/04/00	130.01	119.49	112.52	124.8	124.8	128.77	150.77	115.99	148.3	158.65	109.26	137.79	134.1	127.98	141.66	127.2
03/11/00	127.47	118.44	115.2	124.96	126.17	127.33	150.86	120.72	147.04	151.22	109.26	137.48	133.98	128.25	146.97	127.46
03/18/00	128.27	124.52	117.75	125.47	128.73	131.11	148.62	120.25	146.3	151.22	116.61	138.17	135.54	130.76	150.59	130.48
03/25/00	133.28	130.89	117.77	125.97	131.2	135.19	148.46	121.16	145.6	163.61	119.61	143.59	141.72	132.45	150.61	133.69
04/01/00	134.23	131.95	120.86	126.98	134.34	135.93	148.26	121	143.24	163.61	120.11	144.22	142.97	133.01	154.19	135
04/08/00	133.14	130.1	123.53	127.32	134.95	134.24	148.38	126.24	140.83	156.17	118.43	144.65	144.21	132.39	154.9	134.82
04/15/00	129.72	127.84	127.8	128.83	132.11	132.58	147.23	127.87	135.86	156.17	119.56	144.34	142.16	135.68	156.77	133.92
04/22/00	129.65	131.58	127.75	128.83	132.45	133.26	147.6	128.03	137.9	158.65	120.52	144.34	142.09	136.09	158.74	134.68
04/29/00	130.81	136.81	127.71	129	132.88	137.89	147.91	127.83	137.95	158.65	122.65	144.34	142.42	137	162.31	136.55
05/06/00	141.57	143.51	130.4	128.66	133.58	143.49	147.22	127.4	136.49	168.57	129.36	149.52	145.04	141.63	160.01	140.16
05/13/00	145.06	145.66	135.89	124.96	139.22	147.33	149.94	128.06	135.02	178.48	132.95	152.26	147.3	140.7	159.63	142.9
05/20/00	145.35	143.83	138.5	129.67	146.81	146.73	160.27	132.21	134.28	178.48	132.04	157.5	152.69	145.26	157.56	144.92
05/27/00	144.91	135.85	141.73	131.19	149.19	143.22	164.24	132.37	129.94	173.53	125.01	158.31	153.31	153.54	154.54	143.4
06/03/00	144.88	135.24	141.71	131.13	149.2	142.83	164.24	132.23	129.81	173.53	124.34	158.17	153.22	153.57	154.49	143.26
06/10/00	143.17	145.27	139.21	134.21	150.25	150.83	164.9	135.62	125.79	173.53	134.13	164.42	157.8	152.65	154.8	147.08
06/17/00	152.25	151.81	139.24	138.42	147.6	155.3	166.92	135.41	124.58	173.53	140.12	169.72	163.13	157.21	158.72	150.31
06/24/00	153.78	149.85	141.74	137.41	146.84	154.74	167.75	140.07	129	176.01	137.9	176.89	168.52	157.25	161.27	151.61
07/01/00	153.05	144.1	141.71	137.75	149.43	150.08	168.25	140.37	137.9	163.61	131.32	176.57	168.54	157.66	161.44	150.48
07/08/00	149.88	141	141.64	156.99	148.36	149.44	168.22	168.2	140.48	163.61	129.23	136.23	176.57	147.31	162.35	149.88
07/15/00	153.34	140.36	141.65	137.24	150.68	153.81	168.77	137.89	141.87	166.09	135.85	176.57	168.52	157.32	164.61	152.18
07/22/00	154.14	146.31	141.76	136.23	153.46	154.23	169.86	136.93	149.78	166.09	132.59	176.57	168.56	157.47	166.36	153.29
07/29/00	154.5	145.81	141.78	137.91	149.77	153.46	173.5	134.85	158.31	166.09	129.18	171.9	164.86	156.86	166.69	152.13
08/05/00	153.78	146.11	139.2	137.41	145.04	151.54	175.71	132.66	162.36	166.09	130.36	167.41	161.05	156.46	168.65	150.58
08/12/00	149.56	141.37	139.17	137.07	141.35	149.3	175.76	131.65	162.73	163.61	130.73	167.41	154.38	158.41	169.46	148.16
08/19/00	151.38	142.66	139.16	139.26	138.36	151.45	177.37	132.57	165.08	161.13	130.68	156.81	149.38	158.09	167.92	147.35
08/26/00	158.14	146.53	139.2	139.62	138.46	153.78	177.25	132.1	169.8	161.16	137.28	155.89	147.56	160.16	167.64	148.99
09/02/00	158.14	146.83	139.2	139.76	140.71	154.4	175.5	132.76	170.83	163.61	138.53	151.2	145.96	159.68	166.48	149.14
09/09/00	158.14	144.97	139.16	139.09	139.34	152.12	177.53	132.76	169.12	163.61	132	151.2	145.83	160.31	166.97	147.59
09/16/00	152.9	139.56	136.39	139.76	138.67	147.34	177.26	132.98	170.28	158.65	125.92	146.21	141.9	159.79	165.84	144.34
09/23/00	146.29	139.47	136.37	140.27	142.63	145.59	176.94	130.65	175.55	153.69	126.01	141.78	137.89	159.95	167.08	143.29
09/30/00	146.36	143.63	136.44	140.94	144.55	146.75	177.35	132.75	178.61	153.69	130.45	141.78	136.26	158.05	167.69	145.06
10/07/00	146.36	145.44	136.59	141.11	143.24	148.12	176.77	132.69	175.29	158.65	131.81	141.78	132.83	156.32	167.4	144.55
10/14/00	148.69	146.61	136.66	142.12	142.08	150.43	176.45	133.11	175.94	158.65	134.95	141.16	131.19	155.94	169.16	145.2
10/21/00	152.76	148.12	136.74	142.62	145.25	153.57	174.81	134.8	178.61	161.13	141.84	141.16	131.22	156.85	174.46	147.73
10/28/00	156.97	151.17	139.18	142.29	147.39	156.88	173.66	137.29	179.17	163.61	143.93	145.28	133.98	157.4	177.71	150.28
11/04/00	158.43	153.12	141.96	142.79	148.76	158.37	173.01	137.13	177.8	166.09	143.39	145.28	134.34	158.76	175.14	150.98
11/11/00	157.41	151.51	144.76	144.64	153.46	158.27	172.86	140.15	177.8	168.57	141.21	145.59	136.79	158.29	172.66	151.84
11/18/00	154.36	151.74	147.21	144.47	159.77	158.36	174.44	140.19	180.3	168.57	142.34	146.4	140.73	157.58	172.45	153.84
11/25/00	153.92	152.5	147.18	141.28	164.37	158.45	177.67	140.19	187.88	166.09	145.06	151.51	145.08	156.45	174.11	156.22
12/02/00	153.34	152.36	149.91	145.48	159.25	158.66	189.83	140.67	192.93	168.57	142.89	151.51	145.64	156.93	173.24	156.16
12/09/00	156.1	154.79	149.98	146.83	154.28	161.42	208.55	140.71	193.78	168.57	142.93	151.51	145.85	157.45	171.02	156.46
12/16/00	162.5	160.19	149.97	147.84	153.18	165.47	218.84	140.79	194.05	171.05	145.34	157.43	151.86	159.23	172.24	159.31
12/23/00	166.64	160.54	144.22	147.84	151.99	166.92	214.74	140.4	194.05	178.48	144.02	164.48	155.35	149.37	167.43	159.64
12/30/00	166.57	160.73	144.16	143.8	149.49	166.4	225.09	140.51	194.06	178.48	145.79	169.47	155.55	146.82	164.36	158.92
01/06/01	166.79	163.31	144.19	142.96	152.24	165.35	223.46	139.99	193.87	180.96	146.34	169.16	156.08	142.3	161.53	159.09
01/13/01	165.69	158.48	144.13	143.3	156.9	159.19	221.82	139.8	190.88	180.96	137.62	174.77	160.34	142.62	159.02	157.69
01/20/01	157.34	155.26	140.89	142.46	151.99	151.96	222.09	140.07	187.33	176	129.82	170.84	156.75	142.27	155.86	152.83
01/27/01	150.87	157.44	140.94	143.63	153.33	152.56	222.91	140.09	189.86	176.01	132.86	170.84	157.17	141.9	153.87	153.55
02/03/01	151.01	162.74	140.98	142.96	160.71	159.3	223.46	139.3	195.23	171.05	139.98	175.83	163.67	142.43	151.96	158.49
02/10/01	156.1	170.7	143.79	143.3	166.08	166.28	223.18	140.26	194.93	173.53	151.83	184.37	172.53	144.31	151.01	164.51
02/17/01	168.46	180.27	144.73	143.13	172.15	175.26	224.27	143.07	195.12	185.92	162.63	191.73	181.41	145.84	152.09	171.2
02/24/01	182.34	187.66	151	143.3	179.98	183	130.27	147.79	197.1	185.92	169.16	201.76	192.69	145.12	157.19	178.69
03/03/01	193.02	193.06	161.84	145.48	187.39	194.98	230.27	154.8	200.11	195.84	177.33	209.06	199.98	149.44	156.09	186.45
03/10/01	207.7	203.94	170.28	143.97	194.98	210.88	236.81	154.94	206	203.27	190.35	216.98	209.08	156.29	163.04	196.71
03/17/01	213.59	205.6	180.71	146.83	201.9	215.52	241.44	166.32	213.19	210.71	191.12	221.34	213.9	160.37	158.71	201.41
03/24/01	212.35	198.19	180.71	149.52	203.4	204.57	240.08	166.29	210.38	215.67	171.66	216.35	203.75	159.58	150	184.19
03/31/01	200.36	197.4	174.31	151.37	190.74	198.53	239.53	156.32	203.27	215.67	171.66	205.07	200.02	161.33	153.55	189.05
04/07/01	194.18	197.03	174.32	155.41	180.74	201.57	241.17	149.54	196.63	215.67	171.66	192.29	189.04	159.7	156.12	185.61
04/14/01	194.11	203.62	174.33	155.74	180.56	204.72	240.08	149.28	195.35	210.71	171.66	192.29	189.6	155.65	154.82	186.49
04/21/01	194.55	202.31	167.1	155.91	181.05	204.88	236.54	149.55	195.3	215.67	"NA"	196.09	191.95	155.56	156.42	188.15
04/28/01	194.55	193.18	160.51	155.57	180.93	202.74	238.72	149.39	194.98	218.15	139.48	203.57	198.81	153.77	155.82	182.67
05/05/01	193.31	186.59	163.17	155.57	181.02	199.29	236.81	154.66	196.14	218.15	138.35	208.56	199.13	154.5	157.72	182.09
05/12/01	194.76	187.43	163.19	157.93	183.21	200.51	234.63	154.63	193.71	208.23	137.8	213.92	202.06	155.38	156.84	183.09
05/19/01	194.55	185.95	163.24	158.1	189.22	196.58	235.17	154.67	190.43	205.75	138.03	219.22	207.42	156.42	158.19	183.92
05/26/01	194.47	179.92	169.04	159.95	191.51	185.53	234.36	157.2	188.57	210.71	138.44	223.52	212.18	160.89	160.9	183.26
06/02/01	193.46	171.15	169.1	161.12	191.42	178.31	232.45	157.09	187.44	205.75	131.95	217.35	207.11	159.35	163.03	179.5
06/09/01	185.53	170.03	174.49	161.63	188.24	171.29	232.18	157.15	190.05	198.32	132.31	204.88	197.61	156.63	163.81	176.12
06/16/01	179.43	166.04	174.51	163.65	183.43	167.01	230.27	157.05	194.54	193.36	132.9	200.95	196.54	160.99	168.77	174.66
06/23/01	178.27	166.04	174.52	162.47	180.53	169.14	229.18	157.44	199.94	185.92	130.23	207	199.28	163.56	173.63	175.69
06/30/01	178.92	165.37	170.23	162.47	178.15	169.19	231.9	157.44	191.74	185.92	131.04	207	198.88	161.91	177.8	174.8
07/07/01	180.67	158.16	163.49	162.81	170.68	162.4	232.18	157.08	184.71	188.4	131.04	208.44	198.81	161.28	181	170.95
07/14/01	168.97	158.16	160.7	163.31	163.46	155.47	232.18	153.22	186.35	185.92	122.1	202.95	193.22	159.12	178	165.78
07/21/01	162.21	145.37	157.81	162.81	158.88	156.8	231.09	152.57	188.77	173.53	122.47	196.4	186.67	159.33	173.67	162.87
07/28/01	163.88	154.76	157.81	162.81	160.01	168.49	231.9	148.2	195.6	166.09	138.98	194.28	183.51	158.55	168.19	167.29
08/04/01	175.8	166.88	157.78	163.48	162.91	179.12	229.07	147.61	203.68	171.05	156.55	199.21	185.85	158.07	167.76	173.79
08/11/01	181.32	166.88	157.85	163.31	167.15	176.2	229.62	147.86	203.85	185.92	150.42	200.21	185.42	153.94	165.99	173.07
08/18/01	174.63	161.9	157.85	163.65	167.48	168.12	228.91	147.25	203.85	188.4	139.98	195.72	180.14	154.62	152.72	168.17
08/25/01	174.34	159.15	155.78	164.15	163.18	169.02	228.36	144.12	203.36	180.96	139.98	190.73	176.99	155.07	152.05	166.64
09/01/01	174.42	160.69	155.82	162.97	160.41	169.37	227.54	142.92	201.54	180.96	139.98	191.04	174.23	154.52	151.1	165.74
09/08/01	172.02	158.53	153.29	163.82	160.68	165.18	224.27	141.06	202.92	180.96	136.35	191.04	173.84	153.35	151.75	164.06
09/15/01	162.79	154.02	151.55	164.32	154.86	161.45	223.46	139.8	203.36	180.96	135.9	186.05	169.27	150.94	150.94	160.79
09/22/01	162.42	157.96	151.58	136.14	148.46	162.77	224.55	139.49	203.62	176.01	137.26	178.57	163.17	147.37	148.38	159.16
09/29/01	161.77	159.69	151.67	163.48	159.67	165.23	224.27	139.37	201.99	173.53	140.44	174.89	163.26	146.14	150.25	160.42
10/06/01	164.6	159.91	151.71	163.31	152.05	166.14	221.91	139.21	199.17	160.41	140.44	167.72	156.64	147.83	151.71	159.29
10/13/01	156.95	159.99	153.31	149.22	148.03	164.06	151.98	219.91	191.17	163.71	140.89	160.79	162.73	163.59	150.46	156.95
10/20/01	161.48	151.12	153.29	161.63	141.75	155.7	213.65	139.44	184.8	160.29	162.72	155.38	145.92	151.6	151.48	151.31
10/27/01	149.63	141.7	153.3	161.46	134.73	143.83	212.01	139.58	179.95	149.9	125.92	145.28	137.5	152	153.12	144.32
11/03/01	139.61	131.66	153.17	161.8	128.55	138.57	211.19	135.46	175.91	145.91	118.65	135.3	131.53	151.15	156.51	139.31
11/10/01	138.82	133.47	148.75	161.8	126.5	141.89	197.75	134.45	169.59	135.1	121.83	135.61	129.69	152.2	158.1	138.9
11/17/01	148.11	143.43	145.86	162.64	130.22	149	193.3	134.53	170.48	145.81	131.36	136.67	132.38	152.77	161.38	143.15
11/24/01	146.57	144.77	145.91	154.66	138.09	151.86	138.53	180.9	173.56	148.19	131.36	164.66	145.34	154.65	162.77	146.57
12/01/01	153.85	142.39	148.5	166.17	146.63	149.89	169.5	137.12	172.38	147.1	128.82	145.34	140	154.6	168.92	147.36
12/08/01	149.42	136.81	148.42	166.84	149.58	143.88	169.5	137.17	165.86	142.91	119.11	145.34	139.96	153.75	170.61	144.84
12/15/01	138.66	131.01	145.84	169.7	143.33	139.26	171.14	137.15	163.33	135.4	115.48	137.86	133.32	154.51	169.32	140.24
12/22/01	139.17	129.67	141.91	164.49	136.23	138.98	171.14	133.38	158.41	135.4	116.39	137.86	130.27	135.39	163.42	137.3
12/29/01	137.93	132.28	136.99	162.81	129.6	138.9	170.59	133.38	158.41	139.19	116.84	137.86	130.26	139.34	164.34	136.17
01/05/02	139.02	133	137	158.94	127.42	139.66	169.77	131.13	161.15	146.01	124.83	137.86	130.38	140.78	158.58	136.82
01/12/02	140.92	136	137.02	157	128.8	139.16	168.9	127.23	163.14	137.1	127.84	138.13	130.89	144.11	154.4	137.43
01/19/02	139.38	136	137.12	158.22	128	134.3	165.6	127.68	163.57	139.1	122.84	139	130.14	141.16	153.16	135.56
01/26/02	134.16	127.9	137.14	157.36	125.6	132.4	163.73	127.97	159.71	130.5	118.84	133.88	126.4	140.71	150.77	132.62
02/02/02	134.62	129.3	137.18	156.39	123.4	135.92	160.52	123.45	154.14	130.4	121.84	133.13	123.67	141.62	147.47	132.35
02/09/02	137.18	128	137.18	154.73	122.4	135.64	159.28	122.15	149.86	130.4	116.84	130.5	125.63	139.63	145.09	131.46
02/16/02	137.6	129.7	137.17	154.68	128.6	138.48	155.79	122.18	147.29	132	119.48	133.75	129.67	139.89	145.22	133.9
02/23/02	142.95	138.3	137.14	153	134.4	144.73	154.01	123.05	148.86	136.8	126.84	139.38	136.18	140.76	146.05	138.79
03/02/02	146.39	143.8	137.11	153.66	140.8	149.39	153.08	126.19	153.43	143.1	130.84	144.63	143.51	142.2	148.52	143.38
03/09/02	147.83	146.7	138.87	152.7	143.2	153.4	153.35	126.31	155.43	142.2	134.84	148.88	145.71	142.68	152.27	146.13
03/16/02	150.97	149.3	138.86	152.96	144.6	156.4	153.35	130.6	153.71	148.5	138.84	148.88	146.01	145.26	154.9	147.77
03/23/02	150.97	149.3	138.86	152.96	144.6	156.4	153.35	130.6	153.71	148.5	138.84	148.88	146.01	145.26	154.9	147.77
03/30/02	146.83	140.1	142.06	150.85	145.8	148.13	153.58	130.49	145.86	137.4	125.84	148.88	144.86	146.57	158.16	143.91
04/06/02	145.33	139.3	142.06	151.19	138.6	149.27	152.84	130.45	141.57	135.5	125.84	148.88	143.39	145.9	158.47	142.56
04/13/02	144.23	143.3	142.03	151.37	132.6	147.38	151.72	130.45	138.43	140.6	127.84	148.88	144.87	145.41	160.56	141.95
04/20/02	136.98	133.1	142.03	149.96	129	137.65	151.72	130.48	133.29	141.2	118.84	153.13	146.11	144.3	160.77	137.64
04/27/02	127.34	127.1	137.76	151.82	122	133.99	148.59	130.72	133	129.6	115.84	151.25	145.84	143.52	162.57	134.56
05/04/02	127.34	127.6	130.71	150.1	119.6	136.01	145.47	130.71	132.14	117.5	115.84	151.25	144.35	139.51	162.12	133.6
05/11/02	130.63	130.7	133.02	151.48	119.2	135.6	147.49	130.75	131	126.9	119.84	151.25	143.61	138.4	162.29	134.11
05/18/02	134.9	135.2	133	150.28	119.6	139.87	146.96	130.85	131	132.3	124.84	151.25	144.96	138.98	163.89	134.11
05/25/02	139.11	138.8	132.97	148.26	120.6	141.19	145.3	134.2	130.86	131.4	127.84	156.5	150.15	140.38	167.11	138.55
06/01/02	138.02	136.9	133.29	149.13	122.2	138	144.92	135.45	131.14	133.4	124.84	159.75	153.83	141.25	166.02	138.41
06/08/02	134.72	131.1	133.31	148.17	124.6	134.8	143.07	135.74	130.86	140	117.84	163.38	157.39	141.08	163.88	137.47
06/15/02	137.47	131.1	127.75	146.67	128.6	137.43	143.37	135.71	130.86	137.9	119.84	166.38	159.52	140.92	164.16	138.69
06/22/02	138.18	134.2	125.11	148.75	130.6	138.7	143.37	134.9	133.29	140.2	120.84	166.38	159.8	139.5	161.75	139.35
06/29/02	138.88	136.9	125.17	144.49	137.8	140.58	147.37	134.66	135.57	141.2	125.84	166.5	159.59	139.58	157.68	141.29
07/06/02	140.69	136.9	123.05	145.63	142.35	140.8	145.71	132.3	135.22	143.87	129.76	147.13	159.5	136.84	154.56	124.27
07/13/02	141.68	136.9	123.05	143.9	140.8	142.51	162.98	135	137	138.6	127.84	169.63	158.08	135.35	153.18	142.13
07/20/02	147.3	137.9	120.19	143.92	137.2	147	161.13	134.86	155	153.4	127.84	164.88	156.29	130.85	150.64	143.15
07/27/02	149.75	139.8	120.14	142.19	137.6	144.01	163.37	134.8	171.43	156.4	113.84	164.88	155.25	128.34	148.69	142.22
08/03/02	144.34	132.7	117.49	141.5	134.2	137.1	165.41	132.09	171.43	148.6	101.84	161	155.25	129.86	148.42	138.27
